seq_id,template,holo_mean_plddt,holo_mean_plddt_sd,apo_mean_plddt,apo_mean_plddt_sd,mean_plddt_diff,mean_plddt_diff_sd
40,G4FP_des1_cro_mod0,84.98217402168788,0.2457816984350729,82.62977545968883,0.4815025023557986,2.3523985619990526,0.5406045718087529
41,G4FP_des1_cro_mod0,84.9206105846299,0.2465697977898689,83.68483147100426,0.2435264670383343,1.2357791136256395,0.3465570736982724
42,G4FP_des1_cro_mod0,85.69724754832625,0.2479434873201172,84.09942083922677,0.3733226455303794,1.597826709099479,0.4481581981513475
43,G4FP_des1_cro_mod0,84.80219031117396,0.2341112512909552,83.31504634606317,0.4057617769542506,1.4871439651107892,0.4684556517089828
44,G4FP_des1_cro_mod0,86.32362090994815,0.2236141531191747,84.53205332390382,1.1011852897654226,1.791567586044323,1.1236602386268564
45,G4FP_des1_cro_mod0,84.92177517680338,0.2491010398031154,84.49243345120227,0.2012106319564296,0.4293417256011054,0.3202140634689536
46,G4FP_des1_cro_mod0,85.58594087694485,0.24752527687462,83.47183168316832,0.3588538550414674,2.114109193776528,0.4359413400561821
47,G4FP_des1_cro_mod0,85.9886095473833,0.1856559425265838,84.31445025931166,0.3114377243491431,1.6741592880716496,0.362576316302109
48,G4FP_des1_cro_mod0,85.96388052805281,0.3687760356143453,84.47360582272513,0.3842489286398832,1.4902747053276784,0.5325814525538145
49,G4FP_des1_cro_mod0,85.60198887317306,0.4180950800121009,83.66605450259313,0.3342207025500931,1.935934370579929,0.5352634621785826
50,G4FP_des1_cro_mod0,85.59992934936352,0.2227703685642341,83.01230405469117,0.366920332564468,2.5876252946723497,0.4292518696050892
51,G4FP_des1_cro_mod0,85.66028564356435,0.3180603123786533,84.97200476190476,0.1875074030338069,0.688280881659594,0.3692172646327485
52,G4FP_des1_cro_mod0,85.42328429985857,0.3445082685710329,84.75133210749647,0.2491644300171731,0.6719521923620988,0.4251692137250694
53,G4FP_des1_cro_mod0,85.76841961338991,0.2843877912053931,85.32563236680811,0.5981002219892355,0.4427872465818012,0.6622690475405408
54,G4FP_des1_cro_mod0,85.90952256011315,0.2654339752763513,83.2139159358793,0.7550001208000171,2.6956066242338466,0.8003001797069941
55,G4FP_des1_cro_mod0,85.513843611504,0.3514329962436707,83.98979644035832,0.2696112004235058,1.524047171145682,0.4429394430874357
56,G4FP_des1_cro_mod0,85.64765259311645,0.1898331482234593,84.22757644978783,0.4545813175109419,1.4200761433286146,0.4926264288428034
57,G4FP_des1_cro_mod0,85.85487069778405,0.2649916844601752,84.84794165487978,0.3159067236791608,1.0069290429042752,0.4123319668649797
58,G4FP_des1_cro_mod0,85.64926282413956,0.2415500765077615,84.27779853842527,0.2854002615152188,1.371464285714282,0.3738980459080533
59,G4FP_des1_cro_mod0,85.49272444601604,0.2452970277547888,84.01925711928335,0.3240161143262662,1.4734673267326883,0.4063952191751591
60,G4FP_des1_cro_mod0,85.83124776049031,0.3131305130132013,83.98356685525695,0.3108517754797234,1.8476809052333607,0.4412250497181761
61,G4FP_des1_cro_mod0,85.690799669967,0.1926005254019346,84.79418569071193,0.3522616473484675,0.8966139792550791,0.4014763138439892
62,G4FP_des1_cro_mod0,85.54271803394626,0.2540016720778449,83.63680876944838,0.329428278639933,1.905909264497879,0.4159805766932039
63,G4FP_des1_cro_mod0,86.254001320132,0.3810107267137247,84.66697404526167,0.2377474331064539,1.5870272748703371,0.4491024558156283
64,G4FP_des1_cro_mod0,85.23245520980669,0.3175653892266076,83.06935294672324,0.3570590069170196,2.163102263083445,0.4778482090112038
65,G4FP_des1_cro_mod0,85.57787569542668,0.212557906266066,83.09852548326262,0.2645144547307754,2.4793502121640643,0.33933576333439
66,G4FP_des1_cro_mod0,85.81564156058462,0.3389267142097053,84.57886393210748,0.6126091648860793,1.2367776284771423,0.7001152094529919
67,G4FP_des1_cro_mod0,86.01347232437529,0.3368345005191577,84.64351414427158,0.252372053769962,1.3699581801037084,0.420890881659438
68,G4FP_des1_cro_mod0,85.1006669495521,0.2409009122808297,82.62191407355022,0.2730027500752501,2.4787528760018915,0.3640930527851163
69,G4FP_des1_cro_mod0,85.40743870815653,0.2462460232259851,84.64104693540783,0.3334139895143603,0.7663917727487046,0.4144900389134754
70,G4FP_des1_cro_mod0,85.89281265912305,0.2294736562268107,84.18809085337105,0.5765513919205111,1.7047218057520013,0.6205398185673335
71,G4FP_des1_cro_mod0,86.17312477604902,0.38733026203609,85.02617310231022,0.2518885789883621,1.1469516737387977,0.4620309384810961
72,G4FP_des1_cro_mod0,85.92511902404527,0.2509902878128294,84.07356968411126,0.366160080602411,1.8515493399340104,0.4439249139247887
73,G4FP_des1_cro_mod0,85.33865077793494,0.3329554448175411,83.33780539839698,0.47952684992917,2.000845379537964,0.5837853441434098
74,G4FP_des1_cro_mod0,85.97809611032531,0.2690643722225728,84.96419252710986,0.6560925836013373,1.013903583215452,0.7091213680719295
75,G4FP_des1_cro_mod0,86.05912772277229,0.2399690578632664,83.45315421970768,0.3653914138259761,2.605973503064604,0.4371453236962846
76,G4FP_des1_cro_mod0,85.42293184818483,0.2827646893607131,81.94411999057048,0.4101541438775514,3.478811857614346,0.4981789751577115
77,G4FP_des1_cro_mod0,86.10206489863272,0.2747774151953802,83.92495139085337,0.6552572859360685,2.177113507779353,0.7105383442670472
78,G4FP_des1_cro_mod0,85.53952555398399,0.2482532461554225,83.24514938708157,0.295475099923599,2.294376166902424,0.3859212470201215
79,G4FP_des1_cro_mod0,85.68905252239509,0.3074385542529245,84.10652930221593,0.2999785781264778,1.582523220179155,0.4295411644719418
80,G4FP_des1_cro_mod0,85.41525280528055,0.2387303045759274,82.7337921263555,0.2797095844293678,2.681460678925049,0.3677357882292186
81,G4FP_des1_cro_mod0,85.87835997171148,0.3649592377142751,84.28314186704385,0.2378299636263715,1.595218104667623,0.4356125994407255
82,G4FP_des1_cro_mod0,85.97737114568599,0.3258266982724271,83.34016471004244,0.3760076221315287,2.6372064356435487,0.497538711265885
83,G4FP_des1_cro_mod0,85.83718847241866,0.2178122190666489,84.1049907826497,0.5450591002883638,1.7321976897689666,0.5869681299541727
84,G4FP_des1_cro_mod0,84.80733998114097,0.2088122171370953,84.17090711928334,0.2868163702651429,0.636432861857628,0.3547762284564469
85,G4FP_des1_cro_mod0,85.77469066478075,0.2534925293736128,83.87370685997172,0.5676933889829024,1.9009838048090304,0.6217187839716
86,G4FP_des1_cro_mod0,85.88507781706741,0.2682974075143919,84.50907418670438,0.716774401475097,1.37600363036303,0.7653424341358104
87,G4FP_des1_cro_mod0,85.97131673738802,0.3057111321934023,83.88368090523338,0.655962991725866,2.087635832154646,0.723703490982958
88,G4FP_des1_cro_mod0,85.41196395568127,0.1917745489734817,84.4615280292315,0.2269154975864306,0.9504359264497708,0.2970995130909503
89,G4FP_des1_cro_mod0,85.7144761669024,0.1977594127647889,84.23800294672324,0.3404257570491507,1.4764732201791588,0.3936984650713811
90,G4FP_des1_cro_mod0,85.64533288543139,0.3279858147575089,84.81071841112681,0.2806170877771395,0.8346144743045727,0.4316487514573276
91,G4FP_des1_cro_mod0,85.67872823715228,0.7200721348468835,84.17672154644036,0.4046262340748501,1.502006690711923,0.8259698957495629
92,G4FP_des1_cro_mod0,84.94787651037247,0.3174181554046686,82.92591512305516,0.5760635146931257,2.021961387317305,0.6577259751150926
93,G4FP_des1_cro_mod0,85.56319850660064,0.5378424357894889,83.73435424799624,1.0063058367688815,1.8288442586044056,1.141019685566857
94,G4FP_des1_cro_mod0,85.46912964827912,0.6467591218236866,83.68647131659594,0.4318240423620704,1.78265833168318,0.7776691875238888
95,G4FP_des1_cro_mod0,85.36032432791134,0.4698823562698604,83.2390753330976,0.5602904620255377,2.1212489948137403,0.7312419781238674
96,G4FP_des1_cro_mod0,84.86839969377652,0.570952272443619,83.69069449174918,0.5821957906359112,1.1777052020273402,0.8154375733572168
97,G4FP_des1_cro_mod0,85.8263265473833,0.5894922985410407,84.10817696534652,0.7928313789099779,1.7181495820367871,0.9879690103558392
98,G4FP_des1_cro_mod0,85.21213555374823,0.365603621993945,83.79584522960867,0.2878624787304615,1.4162903241395526,0.4653287172267975
99,G4FP_des1_cro_mod0,85.12753237199435,0.3345913048757114,83.55519148491277,0.9387379565104824,1.5723408870815805,0.9965843126860404
0,G4FP_des1_cro_mod4,84.52435464403582,0.2239770123071362,79.93537161716172,0.4938317878113104,4.588983026874104,0.5422504372473537
1,G4FP_des1_cro_mod4,84.85498715228665,0.2342038580295107,79.26602147571901,0.4198456138779639,5.588965676567639,0.4807512731220495
2,G4FP_des1_cro_mod4,84.89523043375766,0.3868274220837298,79.53459047619047,0.4596797718855281,5.360639957567187,0.6007836109254939
3,G4FP_des1_cro_mod4,85.18900950023573,0.3001120259549126,80.89407642621406,0.2365433581205305,4.294933074021671,0.3821256186042748
4,G4FP_des1_cro_mod4,84.88795876944836,0.2053078973068846,80.15264665252239,0.3742963744678176,4.735312116925968,0.426906440143888
5,G4FP_des1_cro_mod4,85.47364611032532,0.2857820787331107,80.212672795851,0.9359743902870348,5.260973314474313,0.9786314197889848
6,G4FP_des1_cro_mod4,85.09559754832625,0.2789523734792345,79.61351742102782,0.4661977363446434,5.482080127298431,0.543281470365563
7,G4FP_des1_cro_mod4,85.55738722300802,0.2275900114791627,79.72472918434701,1.0559261430870992,5.832658038661009,1.0801746307796174
8,G4FP_des1_cro_mod4,84.9256822017916,0.2330262262056792,80.12861438000942,0.4004018525503664,4.7970678217821785,0.4632740718251192
9,G4FP_des1_cro_mod4,85.24846638378123,0.3538626297525601,79.58803920320605,0.3643055191743826,5.660427180575184,0.5078752524353928
10,G4FP_des1_cro_mod4,84.25589601603018,0.1994096143355425,79.9992461574729,0.3780711019224211,4.256649858557282,0.427436489315411
11,G4FP_des1_cro_mod4,85.48438884959926,0.2271552289300503,80.12238241395568,0.7949116469206001,5.362006435643579,0.8267309262633667
12,G4FP_des1_cro_mod4,85.67136277699197,0.2897336737048428,80.13242039132484,0.6162001526632311,5.538942385667127,0.6809171974775594
13,G4FP_des1_cro_mod4,84.44861874115982,0.1994644604975731,79.75908495992456,0.3941330819759696,4.689533781235255,0.4417317707721103
14,G4FP_des1_cro_mod4,85.11948738802452,0.2265469909259048,79.47796419141915,0.3646593235786133,5.641523196605377,0.429301713682107
15,G4FP_des1_cro_mod4,84.93349992927864,0.2546817059054956,80.19152274870345,0.8741547860005714,4.741977180575191,0.9104995119222404
16,G4FP_des1_cro_mod4,85.09904893917962,0.2589103797033761,80.17326428571428,0.4432441377827421,4.9257846534653424,0.5133224623927077
17,G4FP_des1_cro_mod4,84.60327116925978,0.2521511331562246,79.79677142857143,0.5988885112323672,4.806499740688352,0.6498058501106999
18,G4FP_des1_cro_mod4,84.03213439415372,0.309182085721052,79.78021768033946,0.5174219600673189,4.2519167138142535,0.602759526586454
19,G4FP_des1_cro_mod4,84.21802939651108,0.3957167290902589,79.20953668081093,0.3593441917698703,5.008492715700157,0.5345278082949798
20,G4FP_des1_cro_mod4,84.85960766148044,0.2358945788168439,80.59539250353606,0.3381718119948149,4.264215157944378,0.4123183560588015
21,G4FP_des1_cro_mod4,84.84171164545025,0.1966254583601231,79.07124347006129,0.4864659574569765,5.770468175388956,0.5247005799881124
22,G4FP_des1_cro_mod4,85.37270895803866,0.2245996610718089,79.5993736680811,0.3909041043924861,5.773335289957558,0.4508337016954956
23,G4FP_des1_cro_mod4,84.64579156058464,0.3865869118225106,79.75883413484206,0.6094886458865203,4.88695742574258,0.7217519309687019
24,G4FP_des1_cro_mod4,84.64397772277226,0.2615064514528505,81.34889332861857,1.1958202990318747,3.2950843941536903,1.2240799858375857
25,G4FP_des1_cro_mod4,84.43870707213578,0.2317653466900283,79.56726230551627,0.2851856935178576,4.871444766619518,0.3674861299608604
26,G4FP_des1_cro_mod4,85.13717633191891,0.2496923183834957,80.25080431400283,0.4146685016745657,4.886372017916074,0.4840415479488866
27,G4FP_des1_cro_mod4,85.37227998585573,0.2572614829490174,80.29751046676095,0.3958144632606646,5.074769519094772,0.4720726214635367
28,G4FP_des1_cro_mod4,85.00993854314004,0.4168125115238394,80.45420226308346,0.3468063758477294,4.555736280056578,0.5422244296335673
29,G4FP_des1_cro_mod4,83.5852921027817,0.2585837623711323,79.6731483262612,0.4184474006532105,3.912143776520496,0.49189814929052
30,G4FP_des1_cro_mod4,85.44432272512967,0.2759470269480875,79.68151122112211,0.3659251557028186,5.762811504007559,0.4583099183496039
31,G4FP_des1_cro_mod4,85.16549830268741,0.2000355467227659,79.67802642621405,0.3885963452351839,5.487471876473364,0.4370598808891273
32,G4FP_des1_cro_mod4,84.54938514851484,0.2206991167485968,80.17324085337106,0.3528410451468247,4.3761442951437886,0.4161789317996699
33,G4FP_des1_cro_mod4,84.74649323432342,0.2951958292516641,80.46751294200848,0.7662571051890574,4.278980292314941,0.8211519523573526
34,G4FP_des1_cro_mod4,84.83989427157002,0.4100363941001764,79.30438474776048,0.3936436383123329,5.535509523809537,0.5684058043954566
35,G4FP_des1_cro_mod4,85.39971607732201,0.4221424127309324,78.9594597123998,0.2962962349942628,6.440256364922206,0.5157476858872644
36,G4FP_des1_cro_mod4,84.53708437057992,0.2629791203420178,79.25456864686468,0.809449580201169,5.282515723715235,0.8510973156012831
37,G4FP_des1_cro_mod4,85.07286110325317,0.2250372271474763,79.78199351720886,0.3372611148372807,5.290867586044314,0.4054464368859471
38,G4FP_des1_cro_mod4,85.27382946723243,0.2220631863702756,79.6198245167374,0.3582538390711393,5.654004950495036,0.4214948065517884
39,G4FP_des1_cro_mod4,85.1839330740217,0.2303709541938871,79.42498352192361,0.3829716717359018,5.758949552098088,0.4469206617380688
40,G4FP_des1_cro_mod4,84.8994152522395,0.2614492529837358,79.3616850777935,0.374549652220842,5.537730174446011,0.4567747298882756
41,G4FP_des1_cro_mod4,83.79167989156058,0.3225385136577384,80.06871001885902,0.4985746766454433,3.7229698727015546,0.5938078822183581
42,G4FP_des1_cro_mod4,85.23389728901462,0.4699564329943512,80.03334486091467,0.3349491311459173,5.200552428099954,0.5771048166218845
43,G4FP_des1_cro_mod4,85.7300679632249,0.2904014277833548,79.53499146628948,0.4168146127309585,6.195076496935414,0.5080033569226389
44,G4FP_des1_cro_mod4,84.81644384724189,0.2930934844431681,80.1654483262612,0.4787186717290126,4.650995520980686,0.561315737606766
45,G4FP_des1_cro_mod4,85.25460259311645,0.2250321558164841,79.64344297501178,0.3484824451290827,5.611159618104665,0.4148246445361684
46,G4FP_des1_cro_mod4,84.80266725601132,0.2857731823206958,79.492049009901,0.4721652939251496,5.310618246110323,0.5519115658519221
47,G4FP_des1_cro_mod4,84.79256991984911,0.2033257483032408,80.05431895332389,0.65807852545404,4.738250966525229,0.688773333969047
48,G4FP_des1_cro_mod4,84.75576746817538,0.2046482944483919,80.02446195190947,0.5387816188313632,4.7313055162659055,0.5763389256428721
49,G4FP_des1_cro_mod4,85.44197225365393,0.1770725648648128,79.56570351249411,0.3026839571815531,5.876268741159819,0.3506740240777575
50,G4FP_des1_cro_mod4,84.72503368694014,0.5039734786444278,80.30943024516738,0.596029369591404,4.41560344177276,0.7805384529877384
51,G4FP_des1_cro_mod4,85.41145205091937,0.3049847893635911,80.37695506836398,0.4662123392153253,5.034496982555382,0.557108308123097
52,G4FP_des1_cro_mod4,84.73299589816125,0.3179604980833516,78.90186937765205,0.2667646918730239,5.831126520509201,0.4150449122342333
53,G4FP_des1_cro_mod4,85.11722152286657,0.1916479791218804,78.87960641206978,0.2934211626075864,6.237615110796796,0.3504638734127789
54,G4FP_des1_cro_mod4,83.61297331447432,0.6862222907864507,78.93949679396512,0.3315777032081192,4.6734765205091975,0.7621317508390368
55,G4FP_des1_cro_mod4,85.13146775106082,0.2827465574267715,79.71452263083452,0.5703949049437986,5.416945120226302,0.6366285913486259
56,G4FP_des1_cro_mod4,84.73333797736917,0.2720216092477699,79.99871836397926,0.5610431460280092,4.73461961338991,0.6235103588576155
57,G4FP_des1_cro_mod4,85.20751796322489,0.4947558012682435,80.46766466289486,0.4080447787400792,4.739853300330026,0.6413141541753323
58,G4FP_des1_cro_mod4,84.33094115983027,0.3205222136701177,79.7567283592645,1.0080818111816543,4.574212800565775,1.0578106765821933
59,G4FP_des1_cro_mod4,85.16149794908063,0.2584061072816283,79.91152621404997,0.3159324885051775,5.249971735030655,0.4081507730894534
60,G4FP_des1_cro_mod4,85.11106322489394,0.194659344923722,79.20727142857143,0.3616168392769273,5.903791796322508,0.4106811403202826
61,G4FP_des1_cro_mod4,84.76828793022159,0.2037719467051904,79.38614137199434,0.3778855467112046,5.382146558227248,0.4293256254607323
62,G4FP_des1_cro_mod4,85.22314992927862,0.2392850512885758,79.14642670909947,0.6372963427933869,6.076723220179147,0.6807378087839712
63,G4FP_des1_cro_mod4,85.68866298915606,0.3147492382692795,79.3068927864215,0.3558090808539426,6.3817702027345575,0.4750444031974475
64,G4FP_des1_cro_mod4,84.49920348892034,0.368650228023105,79.74473227251296,0.4344392225079338,4.7544712164073815,0.5697722603591591
65,G4FP_des1_cro_mod4,85.07521716171617,0.2574276495052822,79.67846199905706,0.3437182424493743,5.396755162659105,0.4294312807915852
66,G4FP_des1_cro_mod4,84.62759915134369,0.2470421991339213,80.24744839698255,1.2575462775623985,4.380150754361139,1.2815820256089616
67,G4FP_des1_cro_mod4,84.9550048797737,0.2088557191967281,79.13521772748705,0.472680604341493,5.819787152286651,0.5167665480290125
68,G4FP_des1_cro_mod4,85.42753064592175,0.3828347392252265,79.39060707213578,0.4186155889117109,6.03692357378597,0.5672754611628691
69,G4FP_des1_cro_mod4,84.84333628005659,0.2511128465262348,80.38115106082037,0.6278621688350001,4.462185219236218,0.6762163594181219
70,G4FP_des1_cro_mod4,84.56217152286655,0.432873812932096,79.71305372465818,0.2850054323428054,4.849117798208368,0.5182738990025262
71,G4FP_des1_cro_mod4,84.40949971711457,0.4933716932623673,80.25825572842999,0.5779128701095896,4.151243988684584,0.7598676945040359
72,G4FP_des1_cro_mod4,84.5438459688826,0.226875997380736,78.51665360678925,0.6540655335796058,6.027192362093345,0.6922964974664239
73,G4FP_des1_cro_mod4,84.8102865865158,0.1856615603401968,79.31456614804338,0.4399975365397122,5.495720438472418,0.4775647046725417
74,G4FP_des1_cro_mod4,85.07587703913248,0.1947678365216414,79.85611956624234,0.402084511425364,5.219757472890137,0.4467733927524047
75,G4FP_des1_cro_mod4,85.24283191890616,0.4685680366655092,79.94360763790665,0.8752141129781099,5.299224280999511,0.99275160465276
76,G4FP_des1_cro_mod4,84.3827130598774,0.284995532051091,79.40165200377182,0.6652081548850622,4.981061056105588,0.7236880146960246
77,G4FP_des1_cro_mod4,86.14872630834512,0.3665727914400454,78.62219344648751,0.3168487694307645,7.5265328618576035,0.4845294151173248
78,G4FP_des1_cro_mod4,85.08144365865157,0.286786071979189,81.30099016973126,0.7009658342628496,3.780453488920301,0.7573634212747968
79,G4FP_des1_cro_mod4,84.41524467232438,0.3005986781111429,79.64686704384724,0.5654690586867573,4.76837762847714,0.6404020780839595
80,G4FP_des1_cro_mod4,84.8244711692598,0.2283547910629273,79.0775068835455,0.4811107500174066,5.746964285714299,0.532553719716335
81,G4FP_des1_cro_mod4,84.7636790429043,0.2037070154285157,79.69189952852429,0.3165874897396349,5.071779514380012,0.3764627296219866
82,G4FP_des1_cro_mod4,84.75567642621405,0.2552137895261605,79.10978446487506,0.3644525114696874,5.6458919613389895,0.4449266360658417
83,G4FP_des1_cro_mod4,84.72531053748233,0.2742917020493724,79.69096232909006,0.4672317601697829,5.034348208392274,0.5417946617718703
84,G4FP_des1_cro_mod4,84.4845060348892,0.2089861211242616,80.40111699669967,0.4204959573511521,4.083389038189523,0.4695658089887151
85,G4FP_des1_cro_mod4,85.83415011786894,0.2763301006943434,79.43429594530882,0.3795725430619774,6.399854172560126,0.469503610205803
86,G4FP_des1_cro_mod4,84.98842409240925,0.3778235636255108,80.1154815417256,0.7120107774696879,4.872942550683646,0.8060458997251148
87,G4FP_des1_cro_mod4,85.40182642621404,0.2274106644069392,80.10336171617162,0.4007647384429628,5.298464710042424,0.4607906095671459
88,G4FP_des1_cro_mod4,85.27343866100897,0.4898645421069711,81.52189226779821,0.9913258889906214,3.7515463932107593,1.105755075862968
89,G4FP_des1_cro_mod4,84.34309005186233,0.1882666698176792,79.20944618104667,0.855996735126668,5.133643870815661,0.8764557886806122
90,G4FP_des1_cro_mod4,85.10308005657707,0.2398677523987166,79.75794712399811,0.4622711536661792,5.345132932578963,0.5207985773335718
91,G4FP_des1_cro_mod4,85.36640063649222,0.2275554277282934,79.6681016737388,0.4961464110462819,5.698298962753412,0.5458413083330288
92,G4FP_des1_cro_mod4,85.23211237623762,0.2083363932670889,80.07754971711456,0.4931303109150659,5.154562659123059,0.5353331264761492
93,G4FP_des1_cro_mod4,84.76524009900992,0.2832002287908688,81.72728217821782,0.9300548145896818,3.0379579207920955,0.9722161939242978
94,G4FP_des1_cro_mod4,85.17356944837341,0.350748108252381,80.89026089108911,0.4527217476377089,4.2833085572843,0.5726964433508954
95,G4FP_des1_cro_mod4,85.23349394153702,0.1878783660924552,79.46069705327675,0.3760472645613545,5.772796888260274,0.4203686782214488
96,G4FP_des1_cro_mod4,85.82647088637435,0.1456979109479653,80.46268460631777,0.4740030284271709,5.363786280056587,0.4958898589533069
97,G4FP_des1_cro_mod4,85.01895454974068,0.2131253684752449,79.83114257425743,0.4156811494754479,5.187811975483257,0.4671330011002633
98,G4FP_des1_cro_mod4,85.30225379537954,0.2116908744419059,80.35940608203678,0.6187198733227957,4.942847713342758,0.6539321891194493
99,G4FP_des1_cro_mod4,83.91749387081565,0.4770531026387167,80.2625677982084,0.2937760982644618,3.654926072607253,0.5602535663864325
0,G4FP_r20_l1_cro_mod0,89.55846345573441,0.417375965277054,84.64034718309858,0.3363184356086092,4.918116272635828,0.5360156588395295
1,G4FP_r20_l1_cro_mod0,87.25278103621731,0.4559368757138988,85.72332653420524,0.3274496838888742,1.5294545020120722,0.5613392290893937
2,G4FP_r20_l1_cro_mod0,89.5502764084507,0.2286911224138263,85.37830437625753,0.3389683042076177,4.171972032193168,0.4088999152950313
