seq_id,template,global_rmsd,global_rmsd_sd,chromophore_rmsd,chromophore_rmsd_sd
34,G4FP_des1_cro_mod0,11.421728270756956,1.4798572147361568,0.2253594583914693,0.1231681675998646
35,G4FP_des1_cro_mod0,7.570001786181138,2.4776521363291337,0.2196664034669015,0.0960382646241737
36,G4FP_des1_cro_mod0,9.26095346445466,1.989428756479369,0.2135635750438285,0.0892512993339552
37,G4FP_des1_cro_mod0,6.800853350448242,1.2802196803554031,0.2249469109353976,0.0898734018098436
38,G4FP_des1_cro_mod0,9.796970494580714,2.05741629512708,0.1902338077571193,0.0918400214441073
39,G4FP_des1_cro_mod0,7.522477042764776,1.622611500289531,0.1765858443589832,0.0793349700089952
40,G4FP_des1_cro_mod0,8.86169707551877,1.4986287540649754,0.1810307545614245,0.0822461283670036
41,G4FP_des1_cro_mod0,8.984636551885503,1.5488955736572732,0.2126482407092176,0.104767448971228
42,G4FP_des1_cro_mod0,7.247122821151464,1.8399988320903609,0.1794971953829335,0.0962368932506329
43,G4FP_des1_cro_mod0,9.015092083039043,1.7585041694771033,0.2136693527798881,0.0822460877550629
44,G4FP_des1_cro_mod0,11.112313807465355,2.348307711609152,0.2508920951139254,0.100526965251213
45,G4FP_des1_cro_mod0,8.162114939329946,1.440751040542373,0.2068009192020003,0.0995257588887971
46,G4FP_des1_cro_mod0,8.175012261748487,2.8268921245106213,0.1565265198792491,0.0929844663112438
47,G4FP_des1_cro_mod0,6.215168151055752,1.1627647979207822,0.1840992795338737,0.068783720076527
48,G4FP_des1_cro_mod0,6.608299489345933,2.319941159679973,0.2121510877114725,0.1262400126238032
49,G4FP_des1_cro_mod0,7.239890405765628,2.704037184577344,0.1697198765575716,0.0766690969134156
50,G4FP_des1_cro_mod0,10.642040955536554,1.0431647504307613,0.1363665221464484,0.0737572362444118
51,G4FP_des1_cro_mod0,6.82318963683377,1.4716213041582569,0.2374964584080327,0.1149889903132575
52,G4FP_des1_cro_mod0,6.818589136123125,1.3229780880205233,0.2022518503358628,0.105441189973271
53,G4FP_des1_cro_mod0,11.69612214103138,1.7495694318304034,0.2373253825731322,0.1215469741671757
54,G4FP_des1_cro_mod0,7.927364192541314,1.914371014750122,0.1812216251210957,0.0851603930687773
55,G4FP_des1_cro_mod0,6.664354129867095,1.4947216390854932,0.1800606229551172,0.0963518987360695
56,G4FP_des1_cro_mod0,9.333885012079314,2.201503002150407,0.1728598860412203,0.1079751567739278
57,G4FP_des1_cro_mod0,5.789370021578259,1.2118385723819851,0.2132570029508035,0.0877478051523389
58,G4FP_des1_cro_mod0,10.242252797797205,1.6995545729790982,0.2194155486343069,0.1076579636906489
59,G4FP_des1_cro_mod0,7.483566540141189,2.525919637735256,0.185740553033412,0.0926785608765572
60,G4FP_des1_cro_mod0,6.439283698657952,1.3318540390709128,0.2133311845265334,0.090857698996307
61,G4FP_des1_cro_mod0,7.487429963515098,1.908800965083401,0.1685785781691781,0.0869112741166596
62,G4FP_des1_cro_mod0,7.670592139157485,1.7622607272221984,0.1623447386650268,0.0930381065195389
63,G4FP_des1_cro_mod0,6.300001050749688,1.5192478945314132,0.2269891434373873,0.1273906686808077
64,G4FP_des1_cro_mod0,7.395852251784061,2.4661517775688995,0.177449499668595,0.0934119336919659
65,G4FP_des1_cro_mod0,10.020596523375207,0.7695518586322738,0.1693783434119201,0.1238305967018582
66,G4FP_des1_cro_mod0,11.063730980788502,1.4678255322261442,0.2206141917638222,0.1069344692526582
67,G4FP_des1_cro_mod0,7.148919884424775,1.950846493811633,0.1905235031140593,0.0936825137474875
68,G4FP_des1_cro_mod0,8.01664055988967,1.284124212953277,0.1432986851413191,0.0709072551659605
69,G4FP_des1_cro_mod0,8.695324447578487,1.1708297578316695,0.1902294275196092,0.0941608007956972
70,G4FP_des1_cro_mod0,11.535201959988594,1.4703006558973442,0.1832974068630718,0.1042210429077391
71,G4FP_des1_cro_mod0,7.071221869457064,1.6293377746695508,0.242041979151582,0.1260157005368186
72,G4FP_des1_cro_mod0,8.952265471047568,1.657686214870577,0.2092465187870777,0.0795121288914532
73,G4FP_des1_cro_mod0,7.760862434409165,1.934549527144231,0.1737403214811943,0.0828652779063462
74,G4FP_des1_cro_mod0,11.83679342968045,0.8848563746315944,0.2277629165114968,0.1217280983192587
75,G4FP_des1_cro_mod0,9.026441169248336,1.841093989715958,0.2236614751147688,0.0944185943414137
76,G4FP_des1_cro_mod0,9.322946074256794,1.2147761286192582,0.1514971315197633,0.0590915723645319
77,G4FP_des1_cro_mod0,11.14756696775313,1.8773221663894664,0.2312420684875276,0.1469164627857774
78,G4FP_des1_cro_mod0,9.010191235814949,1.8849738933273064,0.1853174892799398,0.0885112810330604
79,G4FP_des1_cro_mod0,6.432950444633431,1.90548925396856,0.2139287080484264,0.1315075888514706
80,G4FP_des1_cro_mod0,9.089516688852257,1.920684848434649,0.1566578350717059,0.0829119402930757
81,G4FP_des1_cro_mod0,6.078397863095847,1.984017677669281,0.1632554164643657,0.0769007472040085
82,G4FP_des1_cro_mod0,10.266511989364323,2.201802302862605,0.2498527995799849,0.1381207469405461
83,G4FP_des1_cro_mod0,7.917615890912836,2.294100600577996,0.2169137996152712,0.0822586029574412
84,G4FP_des1_cro_mod0,6.5350394305991975,0.9841803284158324,0.1724270089919647,0.0865847411489771
85,G4FP_des1_cro_mod0,6.578998408471921,1.4059506971709623,0.1577050833798627,0.0864071064700584
86,G4FP_des1_cro_mod0,11.12268725555365,1.7382123021896454,0.1990362163305021,0.1064493087270835
87,G4FP_des1_cro_mod0,9.570949079916064,3.066962735641382,0.1949113557163101,0.1154874171530401
88,G4FP_des1_cro_mod0,7.232825120892341,1.3649801266928547,0.1617149159149886,0.0921422875067221
89,G4FP_des1_cro_mod0,7.510676078040745,2.556372904439713,0.2285615593549346,0.1023943294534977
90,G4FP_des1_cro_mod0,7.512184937389168,2.025995149935711,0.1704561630535453,0.0725169505835575
91,G4FP_des1_cro_mod0,11.113287117119942,2.4669098614379723,0.2027810728503832,0.1432003784880618
92,G4FP_des1_cro_mod0,10.618788074553176,2.7659790721289306,0.1097815044526994,0.0804136804634798
93,G4FP_des1_cro_mod0,10.622807408777469,2.437486777443512,0.155680832588877,0.1176158845698259
94,G4FP_des1_cro_mod0,10.498802747746367,4.845135778282192,0.1368106565969394,0.118536387589761
95,G4FP_des1_cro_mod0,11.70795007856558,2.5691245880210025,0.1163287076633532,0.1092134979301006
96,G4FP_des1_cro_mod0,10.884884534340932,4.248563701808126,0.0921650525167476,0.0783261992453037
97,G4FP_des1_cro_mod0,11.964318797220018,4.65888886873614,0.1397690437043061,0.1435515153010314
98,G4FP_des1_cro_mod0,10.269243361961166,4.707866370072168,0.1412345963103046,0.0861702423114269
99,G4FP_des1_cro_mod0,10.603103244999438,4.040600230119983,0.118174230933108,0.1105687201360644
0,G4FP_des1_cro_mod4,14.609337264666674,0.9100944218895812,0.1767740775947744,0.1073916899784844
1,G4FP_des1_cro_mod4,13.24388272598379,1.4663714857189103,0.1839544209895946,0.0901410950917635
2,G4FP_des1_cro_mod4,14.181612833067998,0.9123155319354814,0.1995056166947907,0.1016086684455643
3,G4FP_des1_cro_mod4,13.521979636132231,1.5740141892561297,0.1679379603304051,0.1099584986907614
4,G4FP_des1_cro_mod4,13.634386865879444,0.7436646849272819,0.2256833106313517,0.0819146699136369
5,G4FP_des1_cro_mod4,11.18841736831832,1.2119895428300849,0.1638651371064397,0.1009267717607164
6,G4FP_des1_cro_mod4,14.348399236411629,1.2770541992603377,0.1998846112121098,0.0948404622058264
7,G4FP_des1_cro_mod4,12.401453194865718,2.4080050972781355,0.2479524889395029,0.1271895652167282
8,G4FP_des1_cro_mod4,14.424743068683735,1.106532365658354,0.1978451797868456,0.0685700876991135
9,G4FP_des1_cro_mod4,14.71351307439338,1.4581875741911268,0.2486654474841035,0.1070192050114509
10,G4FP_des1_cro_mod4,13.825563301432505,1.345119473735988,0.2225792544168464,0.0983330352851107
11,G4FP_des1_cro_mod4,13.335575695128302,2.0187198645465108,0.2461532352430783,0.0918201456039806
12,G4FP_des1_cro_mod4,14.656333986010996,1.1184248332191402,0.2110253584164335,0.1070384686506208
13,G4FP_des1_cro_mod4,14.11154655589807,1.2072269954300965,0.2108675451986212,0.0487513273579898
14,G4FP_des1_cro_mod4,11.760097102480508,1.4061135529447726,0.1677940318679301,0.097979470238787
15,G4FP_des1_cro_mod4,13.58601677180986,2.029949136902487,0.1859883313858682,0.1128768101280538
16,G4FP_des1_cro_mod4,13.075277347014492,1.876233875997611,0.1891577315761585,0.0993212496852732
17,G4FP_des1_cro_mod4,12.8725136822527,1.3511647925942187,0.1648945213593672,0.0885135863344955
18,G4FP_des1_cro_mod4,13.496262682615754,1.1256009999942147,0.1722210515480391,0.075336838377188
19,G4FP_des1_cro_mod4,14.454607028098264,1.587351057710179,0.2103492218958027,0.0775164569047391
20,G4FP_des1_cro_mod4,15.697060885261005,1.082493875124233,0.1573670044428924,0.1109650469980731
21,G4FP_des1_cro_mod4,13.920119086303249,0.8030456772291609,0.2337835152886176,0.0842069355278096
22,G4FP_des1_cro_mod4,12.907363599908322,2.332701997731914,0.2255708860140201,0.0973235135080296
23,G4FP_des1_cro_mod4,14.592090631028922,1.3024902201424935,0.2082545063597578,0.1127152873775032
24,G4FP_des1_cro_mod4,13.87094861352956,1.2421638627362483,0.2262196282771988,0.1054624990803704
25,G4FP_des1_cro_mod4,14.776922385305642,1.0607643552003894,0.2030260839007135,0.0998028432906625
26,G4FP_des1_cro_mod4,13.881006990019248,1.3509686374677357,0.1736145356924145,0.0785296615439252
27,G4FP_des1_cro_mod4,14.481891189662797,1.4231817734844605,0.1881426418281982,0.1217737169354315
28,G4FP_des1_cro_mod4,12.733847046718203,1.980412104479741,0.1651979141623197,0.1077984444492596
29,G4FP_des1_cro_mod4,14.507077588747377,0.9880574530040438,0.1932002328252737,0.0945693762885678
30,G4FP_des1_cro_mod4,14.54481264823241,1.1744291380231782,0.2223892555885545,0.0884704454687663
31,G4FP_des1_cro_mod4,14.17925369411528,1.0500433496576351,0.1921184046404281,0.0952096188937391
32,G4FP_des1_cro_mod4,14.367248360010272,1.0304296458255835,0.1855574668737774,0.0896215277029586
33,G4FP_des1_cro_mod4,13.395413443143507,0.8163718649323339,0.1833471464160981,0.0908679959051793
34,G4FP_des1_cro_mod4,13.121459519714447,2.301427700951235,0.2169476247874809,0.1106728511216537
35,G4FP_des1_cro_mod4,14.220971472458556,1.3857328984867314,0.2122505669514031,0.0740503927022186
36,G4FP_des1_cro_mod4,13.296711442272455,1.4872345935720654,0.2043659910560382,0.0866176036105163
37,G4FP_des1_cro_mod4,13.660521645063737,1.9834131177391112,0.205901385208257,0.089731284313881
38,G4FP_des1_cro_mod4,14.717597972712284,0.7960646719808374,0.1866800778983226,0.0755313571696678
39,G4FP_des1_cro_mod4,12.896067523146105,2.404187957197309,0.2544991849728679,0.091390443911743
40,G4FP_des1_cro_mod4,12.5213573823794,1.7069789508577418,0.178866926205495,0.0968950593196067
41,G4FP_des1_cro_mod4,14.45200173875788,1.401783424903204,0.1989986320023266,0.1040436250209228
42,G4FP_des1_cro_mod4,11.48850376876702,2.6726988049995564,0.2561973412703546,0.0858352244767679
43,G4FP_des1_cro_mod4,14.10316701276458,2.1558745282957075,0.1827133101929813,0.1145151995443405
44,G4FP_des1_cro_mod4,13.260079370201394,0.9399412890507504,0.168483563379601,0.0928698689824094
45,G4FP_des1_cro_mod4,13.643895923107577,1.6038535684849025,0.1362840088034743,0.1030168216471994
46,G4FP_des1_cro_mod4,13.88265931479707,0.8886726714371302,0.1720231297017177,0.0998938246067302
47,G4FP_des1_cro_mod4,13.554998523424809,1.5302627192211742,0.2338412531283145,0.0718504730097512
48,G4FP_des1_cro_mod4,14.21598978700825,1.040592453159897,0.1595707323397098,0.0792765424731126
49,G4FP_des1_cro_mod4,12.974445588485986,1.9433383184538693,0.1609720291563369,0.1594094119169904
50,G4FP_des1_cro_mod4,11.956266853170968,2.066658983443915,0.1983253891863284,0.0990380065937385
51,G4FP_des1_cro_mod4,14.138648489596314,1.107263559959015,0.1790341803570626,0.118818921725873
52,G4FP_des1_cro_mod4,12.818491598807164,1.888301240978386,0.1240334841927774,0.0823007559044783
53,G4FP_des1_cro_mod4,13.525981075981369,1.3602150962620752,0.2149339469933203,0.1073102523467733
54,G4FP_des1_cro_mod4,13.450018358277651,1.6762602088768306,0.1751252638699476,0.1084263683999622
55,G4FP_des1_cro_mod4,12.152770366796524,1.4489777104545845,0.1852501739837336,0.1000242270207349
56,G4FP_des1_cro_mod4,14.46688307822795,0.9945347126656624,0.1423372579033361,0.0968669072472873
57,G4FP_des1_cro_mod4,12.250135648453249,2.2840188647864794,0.2090204323341398,0.0748215607142671
58,G4FP_des1_cro_mod4,13.736915583432644,1.932489872070855,0.2231545675690796,0.0869674163162945
59,G4FP_des1_cro_mod4,13.852323007813451,2.4131650323659457,0.2329140597328716,0.0775723731647023
60,G4FP_des1_cro_mod4,12.851861739418734,1.5096886310062825,0.1928447413847193,0.1015472203029999
61,G4FP_des1_cro_mod4,14.234199649291126,1.3081575304104909,0.1596044180000974,0.0996555070649257
62,G4FP_des1_cro_mod4,13.586124283152056,0.8827530365453093,0.1991472337376598,0.1092789015936508
63,G4FP_des1_cro_mod4,12.69860199694618,1.738767637511665,0.2535747227305255,0.0931729198981308
64,G4FP_des1_cro_mod4,15.037607952539467,1.061397121685884,0.1989691678570812,0.1313420196498908
65,G4FP_des1_cro_mod4,12.322005471754194,2.179670845587925,0.2196932702508954,0.0953457909306389
66,G4FP_des1_cro_mod4,13.849163156231086,1.120462514052708,0.192734322517584,0.0982400230234253
67,G4FP_des1_cro_mod4,13.927591551678756,1.7520823247094606,0.1594736505464537,0.1133756810829962
68,G4FP_des1_cro_mod4,13.079392899554252,1.5731716407442764,0.2259500411148206,0.0768042074438815
69,G4FP_des1_cro_mod4,11.682526856962308,2.1132101858039687,0.1388694205070634,0.1052248266587992
70,G4FP_des1_cro_mod4,15.18810804795266,1.022426154340745,0.2140310303161264,0.0813676628117722
71,G4FP_des1_cro_mod4,15.364017413267415,0.7612583544294239,0.1933438929798056,0.0875010771276456
72,G4FP_des1_cro_mod4,15.086587903474634,1.468274116098435,0.1800603875812932,0.1027035650152715
73,G4FP_des1_cro_mod4,12.973565257089712,2.263804362236096,0.1833742383815673,0.0943951324078055
74,G4FP_des1_cro_mod4,13.60769561189588,1.5360559005713696,0.1654739400755417,0.0972447173048054
75,G4FP_des1_cro_mod4,12.25170565750353,1.9768130709640817,0.1694869890858886,0.0866336045462665
76,G4FP_des1_cro_mod4,14.394314959106003,1.2335476561769585,0.1687818357538999,0.1017072491130225
77,G4FP_des1_cro_mod4,13.04587153073028,2.117054938581709,0.192207304165,0.0944462965315787
78,G4FP_des1_cro_mod4,12.34822622375642,1.8581656685745769,0.2414356545933138,0.0816533276448084
79,G4FP_des1_cro_mod4,13.03501574979594,1.2197741546033891,0.1923876210099526,0.0790424479281667
80,G4FP_des1_cro_mod4,13.929751807100535,2.38082921467004,0.2030066112614643,0.0894779423526413
81,G4FP_des1_cro_mod4,14.000895196736804,1.244038561675822,0.2582488649957852,0.0936332403423392
82,G4FP_des1_cro_mod4,13.554136692402844,2.01861477803517,0.2123768159930593,0.1101206545871521
83,G4FP_des1_cro_mod4,14.089547518707102,0.924220289490265,0.1986351891829318,0.0984183368664795
84,G4FP_des1_cro_mod4,14.573029801074895,1.3392621969983098,0.1347750219203212,0.0677011798567318
85,G4FP_des1_cro_mod4,12.279018071430704,1.93615464204878,0.2045636628928322,0.1169661914643953
86,G4FP_des1_cro_mod4,14.364199471225666,1.4772751383517122,0.2132826000415254,0.1029437766146424
87,G4FP_des1_cro_mod4,10.268219857039288,2.546899291705857,0.2545147959147381,0.0937945078042516
88,G4FP_des1_cro_mod4,13.316854724915109,1.8778955005297344,0.1954137069391298,0.1161932816108673
89,G4FP_des1_cro_mod4,15.030941271067851,0.9785843855456632,0.1776332472376472,0.0983614858508184
90,G4FP_des1_cro_mod4,13.6984899869938,1.183619264730854,0.2011908013409332,0.0821721460887192
91,G4FP_des1_cro_mod4,11.925754067780122,2.2611795676315087,0.1461982955767976,0.1040160763253065
92,G4FP_des1_cro_mod4,14.318964116587267,1.650304153321631,0.204042000556842,0.1230704226789505
93,G4FP_des1_cro_mod4,13.391391149598276,2.252813067286418,0.1603263017641566,0.1082290184772634
94,G4FP_des1_cro_mod4,9.612801241322982,1.2172079696302414,0.2198627381510267,0.0822817711585506
95,G4FP_des1_cro_mod4,12.87847297254277,1.9271187669734235,0.1669322087026502,0.1189084389732291
96,G4FP_des1_cro_mod4,15.231792348498685,2.000804531063348,0.2040539302161649,0.0916860433553494
97,G4FP_des1_cro_mod4,13.226041636244943,1.7809420990389853,0.1783846137911905,0.0943318963985483
98,G4FP_des1_cro_mod4,15.474474313335197,1.099368068463244,0.1676667799222093,0.106981876563058
99,G4FP_des1_cro_mod4,14.791479571890472,0.9842646649336418,0.167121272696249,0.0877608743303899
0,G4FP_r20_l1_cro_mod0,5.960148807889743,0.6711171450126571,0.0077999670470102,0.0043310525707563
1,G4FP_r20_l1_cro_mod0,6.04482161672519,0.4019845551273636,0.0075093229156249,0.0046455680877937
2,G4FP_r20_l1_cro_mod0,6.089827435199733,0.7201992413160619,0.0072872042971272,0.0049756119266639
3,G4FP_r20_l1_cro_mod0,5.494185276462363,1.1711449561905338,0.007762586611137,0.0052381474914989
4,G4FP_r20_l1_cro_mod0,5.876398926828083,2.078578222189755,0.0070982113087486,0.0035089244301506
5,G4FP_r20_l1_cro_mod0,5.174780845823096,1.476508698984475,0.0074783268644397,0.0045348916590361
6,G4FP_r20_l1_cro_mod0,6.087735352427104,0.7385475109719358,0.0071028652055438,0.0041414224747694
7,G4FP_r20_l1_cro_mod0,3.339763971507137,1.67124641822845,0.0072463388980699,0.0043416336926158
8,G4FP_r20_l1_cro_mod0,6.929870081652498,0.6708986023052932,0.0076561077184872,0.0044518187157708
9,G4FP_r20_l1_cro_mod0,5.529046236868338,0.5817618216206626,0.0075069242009024,0.0037619219356459
10,G4FP_r20_l1_cro_mod0,4.832752529363596,1.1486897140073498,0.0082248575162043,0.0045984151591122
11,G4FP_r20_l1_cro_mod0,6.083268996176653,1.1411138789038089,0.0063907995364643,0.0041674941402509
12,G4FP_r20_l1_cro_mod0,3.635483266702019,1.5569972268938306,0.007295257861333,0.0046496471542457
13,G4FP_r20_l1_cro_mod0,5.967578867720865,0.8424173019744006,0.0085915547991269,0.0047883202186586
14,G4FP_r20_l1_cro_mod0,5.576160363276873,1.1571583070792697,0.0082336146936453,0.0041114548389712
15,G4FP_r20_l1_cro_mod0,6.05324470509713,0.3225528296745837,0.0077910345711459,0.0041396199896155
16,G4FP_r20_l1_cro_mod0,5.189566962913278,0.8116362634768202,0.0076627128891599,0.0047512994676904
17,G4FP_r20_l1_cro_mod0,6.289453013129386,1.2367106151829026,0.0075407300372732,0.0036089727601755
18,G4FP_r20_l1_cro_mod0,5.186069087525836,2.3232552993149898,0.0079686655318047,0.0042052602753348
19,G4FP_r20_l1_cro_mod0,6.982646359641048,1.2845458858150578,0.005892070934757,0.0032790693272958
20,G4FP_r20_l1_cro_mod0,6.773322289347004,1.4140112294523954,0.0073698872151612,0.0035953607655727
21,G4FP_r20_l1_cro_mod0,4.966818322735785,2.3801119266239223,0.0079213230010294,0.004909796546696
22,G4FP_r20_l1_cro_mod0,4.007147063662092,1.930947398088444,0.0084019272513206,0.0051522323566463
23,G4FP_r20_l1_cro_mod0,6.351645184225042,0.5129742141702546,0.007864781331146,0.0044352266384068
24,G4FP_r20_l1_cro_mod0,6.16230929463722,0.4722129792621297,0.0070756276633705,0.0039624857429841
25,G4FP_r20_l1_cro_mod0,4.956316250407068,0.9803996077856176,0.00760138920118,0.0040406993179595
26,G4FP_r20_l1_cro_mod0,4.611058152087754,1.3956155524576754,0.0080307122641802,0.0044810643587362
27,G4FP_r20_l1_cro_mod0,5.182763279676664,0.8614085462383908,0.0080870904971964,0.004719854338176
28,G4FP_r20_l1_cro_mod0,6.427172321109574,1.2647451909423824,0.0066703687558286,0.0032853710759082
29,G4FP_r20_l1_cro_mod0,6.045251343196253,0.9344089822646584,0.0064848943843954,0.003356280366872
30,G4FP_r20_l1_cro_mod0,6.274117432121409,0.3005708195737959,0.006458494067235,0.0037153236559411
31,G4FP_r20_l1_cro_mod0,6.076360782627525,0.5118036998039358,0.0077727026674067,0.0043077567304551
32,G4FP_r20_l1_cro_mod0,5.602577438134228,1.0765760881157154,0.0070109992750807,0.0048519981782448
33,G4FP_r20_l1_cro_mod0,5.915839267009755,0.6067129402517643,0.006937440442121,0.0038618584393744
34,G4FP_r20_l1_cro_mod0,5.951724277840992,0.4810280846373783,0.0076154826005632,0.0045565556788166
35,G4FP_r20_l1_cro_mod0,5.8340647132009735,0.8700313353573348,0.0067950251579539,0.0038649612864567
36,G4FP_r20_l1_cro_mod0,5.200933889696159,0.995073208374186,0.0078072382868802,0.0048417206469167
37,G4FP_r20_l1_cro_mod0,5.634475273547278,0.7667406802779313,0.0071048578194139,0.0040669455056274
38,G4FP_r20_l1_cro_mod0,4.755239461261947,0.8115889773697323,0.007186845073548,0.004029107171599
39,G4FP_r20_l1_cro_mod0,4.19884211368765,1.4539666507090376,0.0079900131056151,0.0041439225618686
40,G4FP_r20_l1_cro_mod0,5.976044200075113,0.4744761957489057,0.0063855876936869,0.003938798681798
41,G4FP_r20_l1_cro_mod0,3.61585812572946,1.4140373161046071,0.0067212206220218,0.0051346488423538
42,G4FP_r20_l1_cro_mod0,4.445054423119494,0.93835009515094,0.0081127970171178,0.0046240279208247
43,G4FP_r20_l1_cro_mod0,6.700986780136632,0.6876672891816209,0.0073161326644125,0.0038444000294419
44,G4FP_r20_l1_cro_mod0,5.9116731613686895,0.7494528905315327,0.0063422117779871,0.0034213198792971
45,G4FP_r20_l1_cro_mod0,7.147014380194337,0.7859707214103199,0.0083511230771561,0.0042353636676515
46,G4FP_r20_l1_cro_mod0,6.619618877932791,0.5728930851389914,0.0066280467330907,0.0037515962140044
47,G4FP_r20_l1_cro_mod0,7.278678876494671,0.9977453873715294,0.0070719783911137,0.0050465998177286
48,G4FP_r20_l1_cro_mod0,5.1059355049323605,1.195376071226356,0.0080298251356886,0.0055170708255435
49,G4FP_r20_l1_cro_mod0,5.912779219327631,0.8401315681102216,0.0071470960615236,0.0039005159184025
50,G4FP_r20_l1_cro_mod0,4.708334234344546,1.421626764088194,0.0077602016944861,0.0056318490214711
51,G4FP_r20_l1_cro_mod0,6.526526932086898,1.7157797784407465,0.0077508346973145,0.0045040604804128
52,G4FP_r20_l1_cro_mod0,8.923538028408856,3.032365836936984,0.0081858745560696,0.0048504933632893
53,G4FP_r20_l1_cro_mod0,5.753609963392246,1.075620275170036,0.0071457232512042,0.0036847251331183
54,G4FP_r20_l1_cro_mod0,5.109289668299771,1.8575981908261647,0.0081562723883772,0.0039309530943468
55,G4FP_r20_l1_cro_mod0,6.315043204857767,0.2055373981269148,0.008368780028703,0.004545186201469
56,G4FP_r20_l1_cro_mod0,5.751109535380028,1.2484613999060534,0.006983280178381,0.0038141744214148
57,G4FP_r20_l1_cro_mod0,5.939989533634592,0.676100009846822,0.0075314578123637,0.0040208863508532
58,G4FP_r20_l1_cro_mod0,5.717660339989577,1.148302745064326,0.0066670876622545,0.0039266635861554
59,G4FP_r20_l1_cro_mod0,5.3896251484284265,0.8820825162736329,0.0065317377441155,0.0038390122008956
60,G4FP_r20_l1_cro_mod0,6.164802588538229,0.7808950720933342,0.0071760696918929,0.004253515476975
61,G4FP_r20_l1_cro_mod0,5.962211919696433,0.6449393746062457,0.00659651762927,0.0043707173672476
62,G4FP_r20_l1_cro_mod0,5.3571630345725785,0.21561510998205,0.008399640380433,0.0039601470520625
63,G4FP_r20_l1_cro_mod0,4.055989871797865,0.4468727124366742,0.0088550949536365,0.0048452948244496
64,G4FP_r20_l1_cro_mod0,5.458443991173271,1.1208724642807746,0.008167521555417,0.0045841542670556
65,G4FP_r20_l1_cro_mod0,6.007912996704899,0.7844599229897443,0.0078363969908413,0.0046534842890601
