seq_id,template,global_rmsd,chromophore_rmsd,mean_per_res_rmsd,max_per_res_rmsd,mean_plddt_diff,max_plddt_diff,bound_mean_plddt,apo_mean_plddt,chromophore_bound_plddt,chromophore_apo_plddt,chromophore_plddt_diff,bound_ptm,apo_ptm,bound_iptm,apo_iptm,bound_ranking_score,apo_ranking_score,bound_mean_pae,bound_interface_pae,apo_mean_pae,pae_diff
33,G4FP_des1_cro_mod0,12.255365357389932,0.2506249401114485,8.074694,39.730103,1.8467639085337104,35.26999999999999,86.01750825082509,84.17074434229139,92.97553571428573,88.53339285714287,4.442142857142855,0.74,0.79,0.51,,0.63,0.86,11.356697272481773,18.06162932082682,9.493159712010804,-1.8635375604709683
44,G4FP_des1_cro_mod0,12.168354056632289,0.2545063917286726,7.9209533,39.08302,2.218166548797737,30.54,86.99200377180576,84.77383722300802,94.01166666666666,87.81833333333334,6.193333333333328,0.76,0.79,0.53,,0.64,0.84,10.23050422437406,14.605089456314053,9.175394569159888,-1.0551096552141725
80,G4FP_des1_cro_mod0,12.11707702569568,0.12444791176294015,8.639266,35.290676,3.5191366100895802,34.668749999999996,85.80174622819423,82.28260961810466,92.02440476190476,86.2947619047619,5.7296428571428635,0.75,0.77,0.56,,0.67,0.84,10.779331430114576,16.590706965433387,10.399139517912188,-0.38019191220238824
65,G4FP_des1_cro_mod0,11.84419200322742,0.13426129722302813,8.2596655,57.16949,2.6386227015558696,38.485,85.62815417256012,82.98953147100424,92.37994047619048,90.59767857142856,1.7822619047619146,0.75,0.81,0.56,,0.67,0.86,10.617262065506731,15.749678652075735,8.800989009792069,-1.816273055714662
34,G4FP_des1_cro_mod0,11.626475929556122,0.2089802584197026,7.528803,38.69796,2.4433669259783115,29.651250000000005,86.47175683639793,84.02838991041962,93.29750000000001,86.90958333333333,6.387916666666669,0.74,0.79,0.54,,0.66,0.85,11.114537440685158,17.588830988361995,9.421217963380498,-1.6933194773046605
20,G4FP_des1_cro_mod0,11.472723069059125,0.09167342864984288,7.9111314,53.916,1.8979950495049505,36.615,85.74334924563885,83.84535419613388,96.38625,90.59083333333332,5.795416666666672,0.75,0.79,0.51,,0.64,0.87,10.912240075614367,15.878999478895256,9.83698439150846,-1.0752556841059064
36,G4FP_des1_cro_mod0,11.327667336181419,0.2542800784766688,6.425562,38.897713,1.5784288071664305,31.802499999999995,85.43449198491278,83.85606317774634,95.24083333333333,91.34750000000001,3.893333333333326,0.73,0.77,0.51,,0.63,0.85,11.762143628718029,19.684436338370677,10.08895859883018,-1.6731850298878488
74,G4FP_des1_cro_mod0,11.311391577373573,0.3048481497645567,7.5140786,34.923725,0.8648231966053741,34.894999999999996,85.90756836397925,85.04274516737388,92.91559523809524,90.55815476190476,2.357440476190476,0.74,0.8,0.52,,0.63,0.86,11.316773079742294,17.848758033698108,9.071736975677766,-2.2450361040645284
75,G4FP_des1_cro_mod0,11.213673850139,0.11115649735734157,6.875659,37.70065,2.35277817067421,26.040000000000006,86.40773986327204,84.05496169259783,92.95375,86.50166666666667,6.452083333333334,0.74,0.77,0.52,,0.62,0.84,11.149755989352261,18.300382143477503,9.884652920737619,-1.2651030686146427
50,G4FP_des1_cro_mod0,11.206426515735657,0.18135339501314376,7.8202343,43.60162,2.832074493163603,26.022500000000008,85.96489863272042,83.13282413955682,92.20958333333333,88.53958333333333,3.6699999999999924,0.76,0.77,0.54,,0.66,0.85,10.627251070560549,15.092617682820913,10.003544314827522,-0.6237067557330267
